id;companyName;companyUrl;jobTitle;dateRange;location;description;logoUrl;label
522077421_1;Hôpital Cheikh Zaid;;Responsable Système d'Information ;juil. 2017 - août 2018 · 1 an 2 mois;;"• Diagnostiquer les besoins des utilisateurs.
• Anticiper les besoins des utilisateurs et prévoir l’adaptation du système d’information.
• Développer des tableaux de bord pour suivre la performance.
• Détection et résolution d'anomalies au niveau du système d'information.
• Création de logiciels tiers pour l'automatisation de certains process.";;2.0
522077421_2;Hôpital Cheikh Zaid;;Stage en Système d'Information;mai 2017 - juil. 2017 · 3 mois;;"• Analyse du système d'information
• Automatisation des reportings";;1.0
848615649_0;Commerce Partners;https://www.linkedin.com/company/21458/;Chargé de mission;sept. 2021 - aujourd’hui · 6 mois;Marcq-en-Baroeul, Hauts-de-France, France;;;2.0
848615649_1;MY CYBER ROYAUME;https://www.linkedin.com/company/18116166/;Ingénieur cogniticien;sept. 2020 - juin 2021 · 10 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQEaGQvId18vHg/company-logo_400_400/0/1519865825353?e=1653523200&v=beta&t=pQukGgjl_bEiav6NTVI9mJA4FIj_vOQnhxt0Zi0iDB8;3.0
702134873_1;SCEA DE L'ENCLOS;https://www.linkedin.com/company/49368972/;Ouvrier agricole;juin 2020 - juil. 2020 · 2 mois;;Travaux de plantation, cueillette, entretien et conduite de tracteurs, au sein d’une entreprise de maraîchage;;0.0
702134873_2;Mas de León;https://www.linkedin.com/company/15207438/;Stage ouvrier ;juin 2019 - juil. 2019 · 2 mois;;Woofing d’1 mois, au sein d’une entreprise d’agrotourisme, mission dans le domaine hôtelier et agricole;https://media-exp1.licdn.com/dms/image/C4E0BAQEFKrBeMDtaUQ/company-logo_400_400/0/1604061401809?e=1653523200&v=beta&t=9EFoXbEuIFHdxv-nIQb3c5JXsziUpmdpzYyUBrj8iyY;0.0
654957123_0;CHU de Bordeaux;https://www.linkedin.com/company/1456737/;Data Scientist;sept. 2020 - aujourd’hui · 1 an 6 mois;;"Projet de recherche appliquée en traitement automatique du langage (NLP).
Objectif : étudier la validité d’indicateurs de pertinence de prescription d’anticoagulants oraux pour des patients ayant des diagnostics de fibrillation atriale.

Apprentissage supervisé sur les données textuelles des patients pour effectuer des tâches de classification et donner du sens aux modèles et résultats obtenus.
Utilisation de méthodes non supervisées pour obtenir des clusters de patients

Stack :
- Oracle & SQL : écrire les requêtes pour extraire les données
- Python : Analyser, nettoyer et construire les modèles de machine learning";https://media-exp1.licdn.com/dms/image/C4D0BAQHdeySzZxxY8w/company-logo_400_400/0/1609408442431?e=1653523200&v=beta&t=gtbRLxRa-I-e44oF_30iY_5QXBkaRDrF0RGYd4CxeQY;4.0
654957123_1;NOCIBE;https://www.linkedin.com/company/118440/;Projet Académique;nov. 2019 - mars 2020 · 5 mois;;"Etude des données CRM et Analytics de NOCIBE afin de classer les clients et de déterminer des classes de parcours d’achats

Stack : 
- SQL & BigQuery & Google Analytics : extraction des données
- Tableau software : Analyse et visualisation des données
- Python : Nettoyage des données et modélisation";https://media-exp1.licdn.com/dms/image/C4D0BAQGhTyL7BWy-IA/company-logo_400_400/0/1625058803696?e=1653523200&v=beta&t=oklZiQduRkRj-RFUiOoU2JwhDI3NFgy_8fuM-UnN97k;1.0
654957123_2;John Crane, Inc.;https://www.linkedin.com/company/1991096/;Full-stack Developer;mars 2019 - sept. 2019 · 7 mois;;"Développement et déploiement d'une application web interne pour faire de la maintenance prédictive. 

Stack :
Frontend : Angular - Angular material
Backend : Node
Base de données NoSQL : MongoDB";;2.0
703161712_1;Institut de Cancérologie de Lorraine - ICL;https://www.linkedin.com/company/27218195/;Data Miner;févr. 2020 - mai 2020 · 4 mois;;"Au sein de la direction de la santé numérique, j'étais chargé de mettre en place une application d'intelligence artificielle permettant de prédire la durée moyenne de séjour d'un patient à partir des données structurées et non structurées. Pour un patient qui vient d'entrer à l'ICL, prédire sa durée de séjour va permettre à l'Unité d'Hospitalisation d'assurer la gestion et la planification de lits.  
Ce projet était complété par un travail remarquable  de rétro-ingénierie de bases de données, de documentation, d’exploitation de nouveaux logiciels (ERP dossier patient, SAS VIYA) et de visualisation et représentation des données. ";https://media-exp1.licdn.com/dms/image/C560BAQEUljNtfwXIEQ/company-logo_400_400/0/1519898943969?e=1653523200&v=beta&t=PW8eCYngVPo7Z5xFI4Z2kSn7YTSp3cxD8OQLG2QbJDM;4.0
703161712_2;CHR Metz-Thionville;https://www.linkedin.com/company/18742600/;Chargé de reporting;avr. 2019 - juin 2019 · 3 mois;;Affecté dans le service informatique, j'étais chargé de mettre en ligne une application contenant un reporting sur la gestion des équipements informatiques et matériels de l'établissement. Le reporting contenait également des informations potentielles sur la gestion des incidents et demandes d'installation liés à ces appareils. Le travail offrait des informations cruciales et était accessible à l'ensemble du personnel de l'établissement.;https://media-exp1.licdn.com/dms/image/C4E0BAQGXBiwQ7XWusA/company-logo_400_400/0/1604312145165?e=1653523200&v=beta&t=von3pT2g7aA_egNul_Y3IUgUD5uXTkvSHWJXya4Aoy0;0.0
712697940_0;MO&JO;https://www.linkedin.com/company/10931651/;Data Scientist;sept. 2021 - aujourd’hui · 6 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQGMsRFPF4LNGQ/company-logo_400_400/0/1570462994048?e=1653523200&v=beta&t=9EZj8kZn6vchxpTio4scLubLe3ZuEC-B6jOFMqwiOL4;3.0
712697940_1;Nile - Growth Agency pour l'industrie;https://www.linkedin.com/company/3504745/;Consultant Inbound Marketing;mars 2020 - déc. 2020 · 10 mois;;"Mise en place d'actions inbound marketing pour des industriels appartenant à différents secteurs : énergies, IoT, plasturgie, ...

Tâches : 
> Utilisation du CRM HubSpot
> Création de contenu (guides, articles et pages piliers)
> Reporting campagne
> Gestion des réseaux sociaux
> Actions de leadnurturing";https://media-exp1.licdn.com/dms/image/C560BAQFQQzV0IeLk4w/company-logo_400_400/0/1519897145327?e=1653523200&v=beta&t=ZQbEKTlX2hzIYQFGqH8shO6gFNaYDu0JPn8CCeeDq9E;0.0
712697940_2;Nile - Growth Agency pour l'industrie;https://www.linkedin.com/company/3504745/;Consultant Inbound;avr. 2019 - juin 2019 · 3 mois;;"Mise en place d'actions visant à développer la stratégie de netlinking de l'agence Nile.

Tâches :
> Mise en place d'une campagne mail ciblant les détenteurs de blog ou magazines pour de la co-création de contenu
> Rédaction d’articles de blog pour d'autres blog, magazines
> Création d’un chatbot de conversion des visiteurs en page d'accueil 

Résultats notables obtenus :
> 70% de taux de réponse aux mails contenant une proposition de co-création de contenu
> 314 partages pour l'article ""Pourquoi le tunnel de vente traditionnel est devenu obsolète ?"" publié le 29 janvier 2020 sur actionco.fr";https://media-exp1.licdn.com/dms/image/C560BAQFQQzV0IeLk4w/company-logo_400_400/0/1519897145327?e=1653523200&v=beta&t=ZQbEKTlX2hzIYQFGqH8shO6gFNaYDu0JPn8CCeeDq9E;2.0
509562156_0;UpMan Consulting;https://www.linkedin.com/company/14052926/;Data Scientist | Data engineer;nov. 2020 - aujourd’hui · 1 an 4 mois;;"𝗖𝗼𝗻𝘀𝘂𝗹𝘁𝗮𝗻𝘁 𝗗𝗮𝘁𝗮 𝗘𝗻𝗴𝗶𝗻𝗲𝗲𝗿, 𝗚𝗿𝗼𝘂𝗽𝗲 𝗜𝗥𝗖𝗘𝗠
- DevOps
- Maintenance du Run
- Déploiement des modèles de ML en production
- Ingestion de données:
* Maintenance et développement de l'existant
* Mise en place conception/développement d'une toute nouvelle solution
- Agrégation API des outils du Run à des fins de monitoring";https://media-exp1.licdn.com/dms/image/C4E0BAQEG6JGzHPsyFQ/company-logo_400_400/0/1635839998614?e=1653523200&v=beta&t=lhCWNEw0X_kzXdyGeGMy277ALfvJGZ7Bj8jUGJkqgM0;3.0
509562156_1;norsys;https://www.linkedin.com/company/39377/;Ingénieur Etude et Developpement;nov. 2018 - nov. 2020 · 2 ans 1 mois;;"Missions:
-> Étude de données serveur/infrastructure de type time-series
-> DataMining et Statistique multivarée
-> Modèle de DeepLearning pour la reconnaissance d'image (CNN / Autoencoder)
-> OCR sur images à lisibilités minime";https://media-exp1.licdn.com/dms/image/C4D0BAQGKak5k4rk_DA/company-logo_400_400/0/1548780543337?e=1653523200&v=beta&t=6Toq1aC7RcjkICxY7axEdiuXvZVhHpmm6T18tIH7t7U;4.0
509562156_2;Université de la Nouvelle-Calédonie;https://www.linkedin.com/company/18716934/;Stage Data Mining Master2;mars 2018 - nov. 2020 · 2 ans 9 mois;;Stage en relation avec l'entreprise KNS pour l'étude de données hydrogéologiques;https://media-exp1.licdn.com/dms/image/C560BAQGC3M6Nndd4BA/company-logo_400_400/0/1604869639723?e=1653523200&v=beta&t=UfBb-W09L_N3-daxYqr9L03k4n1mKG6-iBmysfj10-E;1.0
178132902_0;Speechi;https://www.linkedin.com/company/1173484/;Senior Software Engineer;nov. 2019 - aujourd’hui · 2 ans 4 mois;;;https://media-exp1.licdn.com/dms/image/C560BAQH970XTLkYFFQ/company-logo_400_400/0/1524235279183?e=1653523200&v=beta&t=8jRUG7P4tnsT35TuugaK-rpPEFggpfwsuwGRArQIW94;2.0
178132902_1;xBrain;https://www.linkedin.com/company/5364448/;Senior Software Development Engineer;sept. 2015 - oct. 2019 · 4 ans 2 mois;;"My position at xBrain consisted of a continuity of the work accomplished at Oscaro, starting with the evolutions of the Car Personnal Assistant for Android.
I also had the opportunity to conceive and develop some libraries and applications running on NodeJs
- Involved in the refactoring of the Express-based gateway to external communication channels(Chatra, Facebook) and implemented new connectors to Twilio-Chat/SMS, Microsoft Teams, Skype and some others
- Created the base component, the scenario layer and many scenarios used to administer our bots(CRUD and more complex) with Node.js
- Unit tests with Jest
- Connection and app level CRUD apis to Ceph storage(AS3 compatible storage)
- Highly scalable/clusterisable session cache manager using SSE, Kafka, ScyllaDb and SocketCluster.

Lately involved as the main developper in the  evolutions of our C++ SDK and SIP proxy
- Refactored our speech libraries to make it easier the development of new speech components
- Added new stt and tts speech components components based on Google Cloud Speech( stt ), Yandex( tts and stt ), Microsoft( stt and tts ).
- Refactored some of the SIP proxy components, to increase their extensibility and improve their maintainability
- Also worked on a major refactoring of the Logger component, which now supports logging to ELK, thanks to a transport component based on the Boost TCP logger.
- Improved the SDK and our Yocto recipes by adding Alsa devices support and fully functionnal sample applications providing speech capabilities and agent connection, thus allowing our prospects to focus on their own developments by spending only a little time to the code related to the xbrain platform.
- Launched a study regarding the integration of a UnitTest framework in the C++ SDK(googletest vs boosttest)";https://media-exp1.licdn.com/dms/image/C4D0BAQHq7DYIp7jAQA/company-logo_400_400/0/1519922012619?e=1653523200&v=beta&t=hYoxHJKjxpjoTHqc8bSsCdBntdnHKZFqaWAjLRfFRXQ;2.0
178132902_2;Oscaro.com;https://www.linkedin.com/company/676695/;Mobile Software Engineer;déc. 2013 - août 2015 · 1 an 9 mois;;"Mobile application development
-  Android client librairies performing keyword spotting with Nuance NMT or  CMUSphinx,
-  Android client librairies performing STT and TTS based on multiple providers( Google , Nuance, Microsoft Speech Recognition Services , Voxygen ) by using either their native SDKs or their REST API.
-  Android Car oriented personnal assistant having features like call management, message management , music management , navigation and many others

Worked on our C++ SDK and SIP proxy application(C++) compatibility under Windows.";https://media-exp1.licdn.com/dms/image/C4D0BAQF8CDqoIgepBw/company-logo_400_400/0/1622023526219?e=1653523200&v=beta&t=ZwdwRH4EGAjCRhwIyadK7eUvQKuZ0PiBaNgVG7qmlwI;0.0
860216656_0;OuiDesk.;https://www.linkedin.com/company/66260353/;Chef de projet ;sept. 2021 - aujourd’hui · 6 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQFms-HcQGyhfw/company-logo_400_400/0/1594205120021?e=1653523200&v=beta&t=MM5vyulhs-4vLYvPnXFUAc6Fs4SkqBEN9zT6qtf2j5k;2.0
486528352_0;Accenture France;https://www.linkedin.com/company/3790748/;Data engineer ;sept. 2021 - aujourd’hui · 6 mois;Nantes, Pays de la Loire, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQFR2MtOwmwP8g/company-logo_400_400/0/1632141626701?e=1653523200&v=beta&t=KU-_8dgc0eiOUGHuRkZVN-HwZ1fymX2ur2DKv45wprc;2.0
486528352_1;Association intermédiaire Agir;;Développeur Full Stack;janv. 2020 - juil. 2020 · 7 mois;Etaples sur mer;;;2.0
486528352_2;Club de musique de Berck sur mer;;Développeur web et web mobile;août 2019 - sept. 2019 · 2 mois;Berck sur mer;;;0.0
452210645_1;Altran France;https://www.linkedin.com/company/3124/;Business manager;sept. 2015 - août 2016 · 1 an;Wasquehal;"Contrat de professionnalisation de 12 mois - Rattaché à la Business Unit CIS (Consulting and Information Services) au sein d’Altran Nord.
- Créer et développer un portefeuille de clients dans la région ;
- Développer et vendre les offres métiers déjà existantes en coordination avec les Centres de Compétences de l’unité ;
- Proposer des solutions innovantes pour concevoir ou améliorer les produits et les services de l’unité ;
- Aider l’unité à être plus compétitive au niveau de son organisation ;
- Faire croître mon centre de profit en recrutant moi-même mes consultants ;
- Valoriser les expertises et piloter les parcours professionnels de l'équipe.
- Développement du centre de profit :
Opérationnel
Définition du business plan
Analyse des besoins clients
Suivi des projets
Recrutement et management des équipes.";https://media-exp1.licdn.com/dms/image/C4D0BAQFaFktbOwigwA/company-logo_400_400/0/1618825170807?e=1653523200&v=beta&t=OnSD8yDpdATqXbEnvdVa9SajQ8PWpzHkmZKGK-m2_v4;0.0
452210645_2;ALKERN;https://www.linkedin.com/company/10405837/;Ingénieur d'affaires;sept. 2014 - août 2015 · 1 an;Harnes;"Contrat d'apprentissage de 12 mois
- Développement commercial (BtoB) ;
- Prescription de produits techniques, de systèmes de construction et de solutions innovantes (matériaux de construction) répondant aux exigences de la norme RT 2012 ;
- Prospection et échanges avec les interlocuteurs sur des projets (architectes, économistes de la construction, promoteurs, maître d’œuvre/d'ouvrage) ;
- Conception de support marketing.";https://media-exp1.licdn.com/dms/image/C4D0BAQFh0L08xb_wdQ/company-logo_400_400/0/1599121021970?e=1653523200&v=beta&t=5GZiU-K1sDyzsaJRWmSOlb8BvX3CCxsuti-kEAHBJaQ;0.0
392707544_0;Groupe CREATIVE;https://www.linkedin.com/company/352133/;Data-analyst;août 2021 - aujourd’hui · 7 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C560BAQHl0-mQxIXMcg/company-logo_400_400/0/1583254159188?e=1653523200&v=beta&t=VpMxAS5L4KfG7wb05uPDJauqeKzwdx_QzbKBmJ6wCaE;2.0
392707544_1;ADEO Services;https://www.linkedin.com/company/290351/;Assistant Data Analyst;févr. 2021 - juin 2021 · 5 mois;;Analyse des besoins clients, construction des rapports métiers pour les équipes business unit , construction des métriques (OKR ), contribution à des travaux de veille technologique et étude de faisabilité . Développement des applications data dans un environnement GCP ( Google Cloud  Plateform);https://media-exp1.licdn.com/dms/image/C4D0BAQGc0tDAzkpMog/company-logo_400_400/0/1606744342136?e=1653523200&v=beta&t=Df0OwDn565yH7MckLrOHO250nD_mILcNy_PpmyPoijA;2.0
392707544_2;Conseil départemental du Morbihan;;Assistant Data Scientist;janv. 2020 - mai 2020 · 5 mois;;"Réalisation d'un modèle pour prédire la démographie de la population Française.
Outils et Technologies:  R, SQL, Serveur-Bite-vise ,Excel";;2.0
683883973_1;Red Bull;https://www.linkedin.com/company/165686/;Stagiaire Supply Chain;avr. 2021 - août 2021 · 5 mois;;;https://media-exp1.licdn.com/dms/image/C560BAQGxY4hvWXJqiA/company-logo_400_400/0/1530610471462?e=1653523200&v=beta&t=aGgwQkIY5eOFLuUFTYwaey4_9dgwLqEyZWIeaBrdH2E;1.0
683883973_2;Red Bull;https://www.linkedin.com/company/165686/;Student Brand Manager;sept. 2019 - juin 2020 · 10 mois;Région de Lille, France;"• Rayonnement de la marque au sein du campus étudiant
• Référencement du produit lors d’événements étudiants et points de ventes
• Développement de stratégies marketing pour recruter de nouveaux consommateurs
• Analyse des KPI's
• Organisation et soutien d’événements";https://media-exp1.licdn.com/dms/image/C560BAQGxY4hvWXJqiA/company-logo_400_400/0/1530610471462?e=1653523200&v=beta&t=aGgwQkIY5eOFLuUFTYwaey4_9dgwLqEyZWIeaBrdH2E;0.0
727136596_0;ISEN LILLE;https://www.linkedin.com/company/11063975/;Étudiant;sept. 2015 - aujourd’hui · 6 ans 6 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQGjy8BKsZksiw/company-logo_400_400/0/1636983312164?e=1653523200&v=beta&t=HhZRdzjPqMazyNO7c_P_yhM9GFuQH1xGcHu4N6d56XI;2.0
62648482_1;NAOMIS;https://www.linkedin.com/company/2537179/;Directeur de projets;2012 - 2013 · 1 an;Nantes;"Société de Conseil et d’Intégration de solutions SIG

- Consultance pour la définition du schéma directeur SIG du Conseil régional de Lorraine
- AMOA pour le programme interministériel de convergence des SIG (Ministère de l'Agriculture)";https://media-exp1.licdn.com/dms/image/C560BAQHLn7ZS4xLT7w/company-logo_400_400/0/1641908854775?e=1653523200&v=beta&t=VBHRSdXQdn-o54npsWCXeGyNcp3EoUH2tN0YAD03wXY;0.0
62648482_2;Magellium;https://www.linkedin.com/company/318016/;Consultant Expert pour l'ITSA;2010 - 2012 · 2 ans;Région de Toulouse, France;"ITSA – International Training centre for Space Applications – Projet Aerospace Valley

- Aide au montage et au développement d'un centre international de formations aux applications spatiales pour le compte de 11 partenaires du secteur spatial de Midi-Pyrénées.
- Réalisation du Plan d’affaires, Mise en oeuvre des décisions du Comité de Pilotage
- Montage de dossiers de co-financement (Investissements d’avenir – EGI – OSEO)";https://media-exp1.licdn.com/dms/image/C560BAQF2-KDuFJq_7g/company-logo_400_400/0/1561974901165?e=1653523200&v=beta&t=Xl3XbI-YX9Q2cFHy53wX1xHo98LFBDENKQwVdZx-d4I;0.0
483649561_0;DataScientest.com;https://www.linkedin.com/company/12903057/;Étudiante;janv. 2021 - aujourd’hui · 1 an 2 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQFMY6ii33onkg/company-logo_400_400/0/1635173540799?e=1653523200&v=beta&t=C791vVKm7bRl374Pay02mx_pXBtZNgwFu03fplM3v54;2.0
483649561_1;Bayer Pharmaceuticals;https://www.linkedin.com/company/1893/;Stagiaire data scientist;févr. 2019 - janv. 2021 · 2 ans;;Analyse de données / Intelligence Artificielle dans le domaine de la santé en lien avec Bayer;https://media-exp1.licdn.com/dms/image/C4E0BAQHkT9bP08FhfA/company-logo_400_400/0/1627906853654?e=1653523200&v=beta&t=dHZw5NtXhvLw82o4IwfvslT_zk30A_mBpb6IpLhYOg8;4.0
585859453_0;Ankama;https://www.linkedin.com/company/67125/;Développeur Full Stack (Electron, Vue.js, node.js, go) - Launcher;sept. 2021 - aujourd’hui · 6 mois;Roubaix, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C4E0BAQEH0lh-lKr68w/company-logo_400_400/0/1519898126464?e=1653523200&v=beta&t=ylpyh81ERLasZBNCSpY5dc0HiQgUDJf9x6k3m38XdXw;0.0
585859453_1;Sahel Lucas;;Freelance;sept. 2018 - aujourd’hui · 3 ans 6 mois;Lille, Hauts-de-France, France;;;1.0
585859453_2;Inetum;https://www.linkedin.com/company/68841835/;Développeur Web et Android;mars 2021 - sept. 2021 · 7 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQFo_2-ZPy_psw/company-logo_400_400/0/1601886757171?e=1653523200&v=beta&t=fMdTFOFm7L8T3HVsb3sBzLKHb8dGuNmCk6KRS2B1kww;0.0
585859453_3;EPITECH - European Institute of Technology;https://www.linkedin.com/company/15108010/;Assistant pédagogique;sept. 2020 - mars 2021 · 7 mois;Lille, Hauts-de-France, France;;https://media-exp1.licdn.com/dms/image/C560BAQEogO0_6QTmdg/company-logo_400_400/0/1594123399589?e=1653523200&v=beta&t=071MHzjm4G8L7blT931JWHJmQ7HGWJUoM8VdQU4hfS0;1.0
585859453_4;SAD Marketing;https://www.linkedin.com/company/1666054/;Développeur web;avr. 2019 - juil. 2019 · 4 mois;Région de Lille, France;;https://media-exp1.licdn.com/dms/image/C4D0BAQFZ1uZrDsZGjA/company-logo_400_400/0/1588253412093?e=1653523200&v=beta&t=uilp0AkRFlrjpdq2PetA1L1rHkMYmownDsSk47I5cvo;0.0
585859453_5;EPITECH - European Institute of Technology;https://www.linkedin.com/company/15108010/;Assistant pédagogique;janv. 2018 - mars 2019 · 1 an 3 mois;Région de Lille, France;;https://media-exp1.licdn.com/dms/image/C560BAQEogO0_6QTmdg/company-logo_400_400/0/1594123399589?e=1653523200&v=beta&t=071MHzjm4G8L7blT931JWHJmQ7HGWJUoM8VdQU4hfS0;1.0
585859453_6;Web2Do;https://www.linkedin.com/company/2863016/;Stagiaire en développement Web;juil. 2017 - déc. 2017 · 6 mois;Lille;;https://media-exp1.licdn.com/dms/image/C4D0BAQGMchUBZpJOFg/company-logo_400_400/0/1519901125991?e=1653523200&v=beta&t=-RhRT8ahSyX80dpIC9QJQsq24b0tTvVckxl_bzwfams;0.0
777445934_0;Generix Group;https://www.linkedin.com/company/34868/;Doctorant;févr. 2022 - aujourd’hui · 1 mois;;"• État de l’art sur les différentes méthodes de traitement/segmentation d’images : reconnaissance de formes/d’objets/… 
• Étude avancée et critique des méthodes de littérature pour le traitement/segmentation des images en utilisant l’apprentissage 
profond 
• Vérification et test de la performance des méthodes proposées en la comparant avec d’autres approches pratiques et théoriques 
• Étude des modèles existants dans un paradigme d’intelligence incarnée pour l’apprentissage de la saisie des objets 
• Implémentation d’une architecture neuronale de saisie d’objet fonctionnel sur des objets de forme et taille variable, adapté au 
contexte envisagé. 
• Conception et évaluation d’un prototype répondant à la problématique énoncée.";https://media-exp1.licdn.com/dms/image/C4E0BAQGUqZBPheob4Q/company-logo_400_400/0/1519856582121?e=1653523200&v=beta&t=wG2CHkDoWJtwFM1BuitIcAJyKFXLc7zN0wRvyvl5A1k;4.0
777445934_1;Université Gustave Eiffel;https://www.linkedin.com/company/29343603/;Stage de fin d’études;mars 2021 - août 2021 · 6 mois;;"- Segmenter des images de façades d’immeubles est un problème étudié depuis plusieurs années. 
- Reconnaître et localiser les éléments d’une façade souffre de plusieurs contraintes d’acquisition telles qu’une luminosité insuffisante ou trop intense, la présence de reflets et d’ombres, l’effet de perspective, la présence de partie occultée etc.
- Étudier les méthodes de segmentation qui se fondent sur l’apprentissage d’un réseau neuronal profond et tout particulièrement les structures de réseaux assurant une segmentation
sémantique des images.";https://media-exp1.licdn.com/dms/image/C560BAQGop4zvxQxYrg/company-logo_400_400/0/1576749580639?e=1653523200&v=beta&t=pyiq_7muIYABKP8JTOV7j75SyUb8RWQrFmJE5pTQhpk;4.0
777445934_2;Nord'Imprim;https://www.linkedin.com/company/25226163/;Stagiaire;juin 2017 · 1 mois;;"Stage ouvrier, effectué à la fin de ma première année d'étude.
- Découverte des différents services dans la chaîne d'impression.  
- Mise en carton, sachet des différentes impressions réalisées par l'entreprise";https://media-exp1.licdn.com/dms/image/C560BAQG8EyokqY8HHg/company-logo_400_400/0/1558689241422?e=1653523200&v=beta&t=FBPiiPK1QfctD92tbXSdo0B-sabjquNG-r57U8BLVJM;0.0
670230540_0;Freelance;;Chef de Projet;oct. 2018 - aujourd’hui · 3 ans 5 mois;Région de Lille, France;;;2.0
670230540_1;Sopra Steria;https://www.linkedin.com/company/3054/;Auchan DPC - Chef de Projet, puis SPOC du Centre de Services créé.;juin 2017 - sept. 2018 · 1 an 4 mois;Villeneuve d’Ascq;" - Dans la cadre de la refonte de la DPC (Direction Produits Corporate), démarrage d’un centre de service de développement Talend (MDM et ETL) et industrialisation en vue de gérer un pic d'activité annoncé. 
 - Montée en compétence sur une courte période
 - Accompagnement, formation et pilotage de l'équipe junior
 - Mise en place des premiers processus de base
 - Organisation progressive de l'équipe : passage de 4 à 14 membres durant les six premiers mois, stabilisée aujourd’hui à 18.
 - Suivi budgétaire
 - Collaboration/coordination avec les acteurs internes/externes (équipe de production, qualification, métiers, support, Talend)
 - Gestion RH
 - Foisonnement de compte";https://media-exp1.licdn.com/dms/image/C4D0BAQFmD2-Vyn57mQ/company-logo_400_400/0/1625145380667?e=1653523200&v=beta&t=6MwItIoYbWioS6v5uINfNC4JyXCQhdmNGq1TLBV40l4;0.0
670230540_2;Steria / Sopra Steria;;Leroy Merlin  - Responsable Domaine Applicatif Relation client;mars 2014 - avr. 2017 · 3 ans 2 mois;Lezennes;" - RDA Référentiel client, Fidélité, Compte Internaute et Gestion de Campagne.
 - Objectif initial de la mission: assoir la gouvernance de la DSI Leroy Merlin dans le cadre de la collaboration avec le groupe Adéo.
 - Coordination des acteurs internes et externes
 - Relation entre les équipes métiers et les intervenants du groupe Adéo (Build et RUN).
 - Challenge des équipes Adéo.
 - Pilotage de la maintenance applicative chez nos partenaires.
 - Responsabilité de la gestion de problème et des projets de maintien en conditions opérationnelles.
 - Comité de pilotage
";;0.0
670230540_3;Steria;;LA POSTE - - Ing. Conception & Développement ;août 2002 - mars 2003 · 8 mois;Vélizy;"- Projet SI Réseau : intégration du produit Xng dans le cadre de la mise en place d'un inventaire réseau - Support à la modélisation du réseau. Paramétrage et adaptation du produit et de ses bibliothèques 
- Ecriture des spécifications fonctionnelles détaillées 
- Développement de fonctionnalités complémentaires pour la gestion d'objets Xng (PL/SQL)
- Développement de rapports 
- Expert technique pour l'équipe du projet 
- Création d'une formation de 10 jours pour 20 utilisateurs ";;0.0
670230540_4;Steria;;ORBEM - Ing. Conception & Développement;févr. 2002 - juin 2002 · 5 mois;Bruxelles, Belgique;"- Renfort d'urgence sur le projet New Ibis de gestion des demandeurs d'emploi et des offres : développement PL/SQL et création de rapport.
- Reprise des traitements batchs (requalification des besoins et des développements). 
- Développement des rapports multilingues sous Oracle Report.  
- Support suite à la mise en production.	
";;0.0
670230540_5;Steria;;TMOBIL - Ing. Conception & Développement;juil. 2001 - sept. 2001 · 3 mois;Bonn, Allemagne;"- Projet réalisé en environnement anglophone. Création d'une maquette pour étudier l'opportunité de la mise en place d'Xpercom
- Préparation d'un modèle prototype sous Xpercom, relatif à l'environnement GSM. 
- Rédaction des spécifications générales 
- Formation (inter filiale Belgique/Allemagne). ";;0.0
670230540_6;Steria;;Lille Métropole - Analyste Développeur;mars 1995 - déc. 1997 · 2 ans 10 mois;Lille;;;1.0
